FBgn_mel	gene_symbol_mel	scaffold_mel	location_mel	strand_mel	FBgn_sim	gene_symbol_sim	scaffold_sim	location_sim	strand_sim	orthoDB_ID_sim	gene_symbol_yak	scaffold_yak	location_yak	strand_yak	FBgn_yak	orthoDB_ID_yak
3189	FBgn0030877	Arp8	X	17858379..17860800	-1	FBgn0187321	Dsim\GD15659	Scf_X	16850831..16854089	-1	EOG0919057H	Arp8	X	17858379..17860800	-1	FBgn0233136	Dyak\GE15564
3190	FBgn0030878	CG6769	X	17861002..17862775	1	FBgn0188930	Dsim\GD17371	Scf_X	16854273..16856063	1	EOG09190BFN	CG6769	X	17861002..17862775	1	FBgn0235141	Dyak\GE17694
3191	FBgn0030880	CG6788	X	17888177..17889404	1	FBgn0188932	Dsim\GD17373	Scf_X	16881611..16883065	1	EOG09190AC2	CG6788	X	17888177..17889404	1	FBgn0235143	Dyak\GE17696
3192	FBgn0030881	CG12985	X	17883718..17885238	1	FBgn0188931	Dsim\GD17372	Scf_X	16877045..16878828	1	EOG09190FU0	CG12985	X	17883718..17885238	1	FBgn0235142	Dyak\GE17695
3193	FBgn0030883	CG7772	X	17906031..17907261	-1	FBgn0187319	Dsim\GD15657	Scf_X	16889458..16890676	-1	EOG09190IAR	CG7772	X	17906031..17907261	-1	FBgn0233134	Dyak\GE15562
3194	FBgn0030884	CG6847	X	17911462..17924163	1	FBgn0188935	Dsim\GD17376	Scf_X	16902391..16907535	1	EOG0919022R	CG6847	X	17911462..17924163	1	FBgn0235146	Dyak\GE17699
3195	FBgn0030887	CG6867	X	18023870..18028261	1	FBgn0188937	Dsim\GD17379	Scf_X	17006252..17010932	1	EOG091901RS	CG6867	X	18023870..18028261	1	FBgn0235149	Dyak\GE17702
3196	FBgn0030889	CG15373	X	18043991..18048720	1	FBgn0188940	Dsim\GD17382	Scf_X	17024488..17031990	1	EOG091901GR	CG15373	X	18043991..18048720	1	FBgn0235151	Dyak\GE17704
3197	FBgn0030890	CG7536	X	18078491..18088532	-1	FBgn0195819	Dsim\GD24484	Scf_X	17061215..17071292	-1	EOG091903P4	CG7536	X	18078491..18088532	-1	FBgn0233128	Dyak\GE15556
3198	FBgn0030891	Ada3	X	18085761..18088418	1	FBgn0268468	Dsim\GD27178	Scf_X	17068549..17071186	1	EOG091908EN	Ada3	X	18085761..18088418	1	FBgn0235153	Dyak\GE17706
3199	FBgn0030892	CG7206	X	18088725..18090509	-1	FBgn0187315	Dsim\GD15653	Scf_X	17071489..17073245	-1	EOG09190AE1	CG7206	X	18088725..18090509	-1	FBgn0233126	Dyak\GE15554
3200	FBgn0030893	RhoGAP16F	X	18093145..18097413	1	FBgn0188943	Dsim\GD17385	Scf_X	17077037..17079685	1	EOG09190757	RhoGAP16F	X	18093145..18097413	1	FBgn0235155	Dyak\GE17708
3201	FBgn0030894	Mvb12	X	18097558..18101314	-1	FBgn0195818	Dsim\GD24483	Scf_X	17080544..17083631	-1	EOG09190BV6	Mvb12	X	18097558..18101314	-1	FBgn0233125	Dyak\GE15553
3202	FBgn0030895	CG7135	X	18103653..18105393	1	FBgn0196012	Dsim\GD24685	Scf_X	17085999..17087875	1	EOG091909XV	CG7135	X	18103653..18105393	1	FBgn0235157	Dyak\GE17710
3203	FBgn0030897	Frq1	X	18155369..18174744	1	FBgn0196167	Dsim\GD24850	Scf_X	17144291..17157432	1	EOG09190FZV	Frq1	X	18155369..18174744	1	FBgn0235158	Dyak\GE17711
3204	FBgn0030898	Andorra	X	18178526..18179472	-1	FBgn0195995	Dsim\GD24668	Scf_X	17161478..17162743	-1	EOG09190FDE	Andorra	X	18178526..18179472	-1	FBgn0233123	Dyak\GE15550
3205	FBgn0030900	Him	X	18209427..18210741	1	FBgn0196015	Dsim\GD24688	Scf_X	17191249..17194605	1	EOG09190HX4	Him	X	18209427..18210741	1	FBgn0235162	Dyak\GE17715
3206	FBgn0030904	upd2	X	18240654..18243284	-1	FBgn0187312	Dsim\GD15650	Scf_X	17222997..17227556	-1	EOG09190CRZ	upd2	X	18240654..18243284	-1	FBgn0233121	Dyak\GE15548
3207	FBgn0030905	CG15059	X	18258551..18259517	-1	FBgn0195813	Dsim\GD24478	Scf_X	17240961..17241927	-1	EOG09190HT6	CG15059	X	18258551..18259517	-1	FBgn0233119	Dyak\GE15546
3208	FBgn0030912	CG6023	X	18314124..18321193	-1	FBgn0187309	Dsim\GD15647	Scf_X	17296509..17298116	-1	EOG09190CUV	CG6023	X	18314124..18321193	-1	FBgn0233111	Dyak\GE15538
3209	FBgn0030913	CG6123	X	18322958..18356191	-1	FBgn0187308	Dsim\GD15646	Scf_X	17304662..17337408	-1	EOG09190BUZ	CG6123	X	18322958..18356191	-1	FBgn0233110	Dyak\GE15537
3210	FBgn0030914	CG6106	X	18358881..18362527	1	FBgn0188948	Dsim\GD17391	Scf_X	17339935..17342885	1	EOG091908NJ	CG6106	X	18358881..18362527	1	FBgn0235169	Dyak\GE17722
3211	FBgn0030915	CG6179	X	18380082..18381479	1	FBgn0188950	Dsim\GD17393	Scf_X	17360239..17361630	1	EOG09190COL	CG6179	X	18380082..18381479	1	FBgn0235171	Dyak\GE17724
3212	FBgn0030921	CG6290	X	18437490..18438233	1	FBgn0188952	Dsim\GD17395	Scf_X	17411997..17412754	1	EOG09190JA3	CG6290	X	18437490..18438233	1	FBgn0235174	Dyak\GE17728
3213	FBgn0030927	CG15046	X	18487450..18489620	-1	FBgn0270551	Dsim\GD29261	Scf_X	17462218..17464349	-1	EOG09190DGS	CG15046	X	18487450..18489620	-1	FBgn0233097	Dyak\GE15524
3214	FBgn0030928	CG15044	X	18491185..18492006	-1	FBgn0187295	Dsim\GD15632	Scf_X	17466283..17467108	-1	EOG09190HCZ	CG15044	X	18491185..18492006	-1	FBgn0233095	Dyak\GE15521
3215	FBgn0030929	CG15043	X	18493193..18494168	-1	FBgn0187294	Dsim\GD15631	Scf_X	17468484..17469264	-1	EOG09190I78	CG15043	X	18493193..18494168	-1	FBgn0068413	Dyak\GE15520
3216	FBgn0030930	Pgant7	X	18495067..18499986	-1	FBgn0187293	Dsim\GD15630	Scf_X	17470240..17475004	-1	EOG0919047R	Pgant7	X	18495067..18499986	-1	FBgn0233094	Dyak\GE15519
3217	FBgn0030931	Xrcc2	X	18500127..18501258	1	FBgn0188954	Dsim\GD17397	Scf_X	17475099..17476266	1	EOG09190E85	Xrcc2	X	18500127..18501258	1	FBgn0235176	Dyak\GE17730
3218	FBgn0030932	Ggt-1	X	18505883..18512521	-1	FBgn0195810	Dsim\GD24475	Scf_X	17481008..17487497	-1	EOG091905CA	Ggt-1	X	18505883..18512521	-1	FBgn0233093	Dyak\GE15517
3219	FBgn0030933	CG6470	X	18512829..18514867	-1	FBgn0187291	Dsim\GD15627	Scf_X	17488106..17490159	-1	EOG09190E2U	CG6470	X	18512829..18514867	-1	FBgn0233092	Dyak\GE15516
3220	FBgn0030936	CG6481	X	18521074..18522445	-1	FBgn0270768	Dsim\GD29478	Scf_X	17496621..17497507	-1	EOG09190EDC	CG6481	X	18521074..18522445	-1	FBgn0233091	Dyak\GE15515
3221	FBgn0030938	CG15047	X	18528683..18529593	1	FBgn0196172	Dsim\GD24855	Scf_X	17503759..17504718	1	EOG09190J51	CG15047	X	18528683..18529593	1	FBgn0235179	Dyak\GE17733
3222	FBgn0030940	CG15040	X	18606610..18617589	-1	FBgn0269040	Dsim\GD27750	Scf_NODE_39788	7..6997	-1	EOG091907CZ	CG15040	X	18606610..18617589	-1	FBgn0233085	Dyak\GE15509
3223	FBgn0030941	wgn	X	18624042..18634908	-1	FBgn0269342	Dsim\GD28052	Scf_NODE_39788	13250..24116	-1	EOG09190ET2	wgn	X	18624042..18634908	-1	FBgn0233084	Dyak\GE15508
3224	FBgn0030943	Nup35	X	18648182..18649489	1	FBgn0196173	Dsim\GD24856	Scf_NODE_39788	36903..38341	1	EOG09190AZW	Nup35	X	18648182..18649489	1	FBgn0235187	Dyak\GE17741
3225	FBgn0030944	CG6617	X	18649396..18650444	-1	FBgn0195808	Dsim\GD24473	Scf_NODE_39788	38249..39310	-1	EOG09190F0N	CG6617	X	18649396..18650444	-1	FBgn0233082	Dyak\GE15506
3226	FBgn0030945	Ing3	X	18650718..18653091	-1	FBgn0195807	Dsim\GD24472	Scf_NODE_39788	39540..42115	-1	EOG0919093R	Ing3	X	18650718..18653091	-1	FBgn0233081	Dyak\GE15505
3227	FBgn0030946	CG6659	X	18653392..18657286	-1	FBgn0195806	Dsim\GD24471	Scf_NODE_39788	42292..46348	-1	EOG091902AY	CG6659	X	18653392..18657286	-1	FBgn0233080	Dyak\GE15504
3228	FBgn0030947	CG6696	X	18660472..18662153	-1	FBgn0195803	Dsim\GD24468	Scf_NODE_39788	49517..51224	-1	EOG09190CFF	CG6696	X	18660472..18662153	-1	FBgn0233079	Dyak\GE15503
3229	FBgn0030949	Cyp308a1	X	18709865..18711638	1	FBgn0188959	Dsim\GD17403	Scf_NODE_39788	98709..100471	1	EOG091907OB	Cyp308a1	X	18709865..18711638	1	FBgn0235190	Dyak\GE17744
3230	FBgn0030951	CG6873	X	18739216..18739895	-1	FBgn0187286	Dsim\GD15622	Scf_NODE_39788	128997..129642	-1	EOG09190HJL	CG6873	X	18739216..18739895	-1	FBgn0233070	Dyak\GE15494
3231	FBgn0030952	CG12609	X	18746367..18748306	-1	FBgn0187285	Dsim\GD15621	Scf_NODE_39788	135986..137954	-1	EOG09190BMY	CG12609	X	18746367..18748306	-1	FBgn0233069	Dyak\GE15493
3232	FBgn0030954	CCKLR-17D3	X	18764483..18774027	-1	FBgn0187282	Dsim\GD15618	Scf_NODE_39788	150658..160033	-1	EOG09190BSA	CCKLR-17D3	X	18764483..18774027	-1	FBgn0233066	Dyak\GE15490
3233	FBgn0030960	Atg101	X	18791668..18793517	1	FBgn0269678	Dsim\GD28388	Scf_X	17591295..17593312	1	EOG09190EP3	Atg101	X	18791668..18793517	1	FBgn0276551	Dyak\GE28396
3234	FBgn0030961	CG7058	X	18806694..18812002	1	FBgn0188963	Dsim\GD17407	Scf_X	17606247..17611696	1	EOG091901HM	CG7058	X	18806694..18812002	1	FBgn0235194	Dyak\GE17749
3235	FBgn0030963	CG7101	X	18830591..18832123	1	FBgn0188966	Dsim\GD17411	Scf_X	17630411..17632200	1	EOG09190ATB	CG7101	X	18830591..18832123	1	FBgn0235197	Dyak\GE17752
3236	FBgn0030964	Pvf1	X	18832682..18842901	1	FBgn0188967	Dsim\GD17412	Scf_X	17632518..17642313	1	EOG09190CI0	Pvf1	X	18832682..18842901	1	FBgn0235198	Dyak\GE17753
3237	FBgn0030966	shop	X	18846389..18848566	-1	FBgn0187276	Dsim\GD15611	Scf_X	17646135..17648320	-1	EOG091904U9	shop	X	18846389..18848566	-1	FBgn0233062	Dyak\GE15486
3238	FBgn0030968	CG7322	X	18855873..18857757	-1	FBgn0195802	Dsim\GD24467	Scf_X	17655430..17657212	-1	EOG09190EVQ	CG7322	X	18855873..18857757	-1	FBgn0233061	Dyak\GE15485
3239	FBgn0030969	Usp39	X	18858203..18860072	1	FBgn0196179	Dsim\GD24862	Scf_X	17657663..17659548	1	EOG091906DP	Usp39	X	18858203..18860072	1	FBgn0235201	Dyak\GE17756
3240	FBgn0030970	CG7326	X	18861197..18863776	-1	FBgn0187277	Dsim\GD15612	Scf_X	17660523..17663363	-1	EOG091908FL	CG7326	X	18861197..18863776	-1	FBgn0233060	Dyak\GE15484
3241	FBgn0030973	CG7332	X	18884513..18888860	1	FBgn0188971	Dsim\GD17416	Scf_X	17684086..17688052	1	EOG091907IO	CG7332	X	18884513..18888860	1	FBgn0235207	Dyak\GE17762
3242	FBgn0030974	Flacc	X	18888978..18893636	-1	FBgn0269770	Dsim\GD28480	Scf_X	17688761..17693571	-1	EOG091905Z4	Flacc	X	18888978..18893636	-1	FBgn0233059	Dyak\GE15483
3243	FBgn0030975	SdhBL	X	18894446..18896581	1	FBgn0188972	Dsim\GD17417	Scf_X	17694975..17696955	1	EOG09190D5V	SdhBL	X	18894446..18896581	1	FBgn0235208	Dyak\GE17763
3244	FBgn0030976	CG7378	X	18900410..18911843	1	FBgn0188973	Dsim\GD17418	Scf_X	17700787..17710230	1	EOG09190E53	CG7378	X	18900410..18911843	1	FBgn0235209	Dyak\GE17764
3245	FBgn0030979	CG14190	X	19056911..19067792	1	FBgn0268709	Dsim\GD27419	Scf_X	17848963..17857111	1	EOG09190BBG	CG14190	X	19056911..19067792	1	FBgn0235213	Dyak\GE17768
3246	FBgn0030984	tgy	X	19125003..19127316	-1	FBgn0195800	Dsim\GD24465	Scf_X	17915208..17917598	-1	EOG09190CZZ	tgy	X	19125003..19127316	-1	FBgn0233053	Dyak\GE15477
3247	FBgn0030985	Obp18a	X	19135081..19135868	-1	FBgn0187268	Dsim\Obp18a	Scf_X	17925474..17926202	-1	EOG09190IIL	Obp18a	X	19135081..19135868	-1	FBgn0233052	Dyak\Obp18a
3248	FBgn0030989	Inx5	X	19168777..19170883	-1	FBgn0187265	Dsim\GD15600	Scf_X	17952494..17954666	-1	EOG091909WY	Inx5	X	19168777..19170883	-1	FBgn0233048	Dyak\GE15472
3249	FBgn0030990	CG7556	X	19176109..19179830	-1	FBgn0187264	Dsim\GD15599	Scf_X	17960758..17963902	-1	EOG091909BD	CG7556	X	19176109..19179830	-1	FBgn0233047	Dyak\GE15471
3250	FBgn0030991	CG7453	X	19180173..19182024	1	FBgn0188980	Dsim\GD17426	Scf_X	17964168..17966115	1	EOG09190FK0	CG7453	X	19180173..19182024	1	FBgn0235219	Dyak\GE17774
3251	FBgn0030992	CG33253	X	19183421..19187278	1	FBgn0188981	Dsim\GD17427	Scf_X	17967488..17971010	1	EOG09190BUU	CG33253	X	19183421..19187278	1	FBgn0235220	Dyak\GE17775
3252	FBgn0030993	Mec2	X	19188035..19190193	1	FBgn0188983	Dsim\GD17429	Scf_X	17971962..17974088	1	EOG09190C8B	Mec2	X	19188035..19190193	1	FBgn0235221	Dyak\GE17776
3253	FBgn0030995	CG7914	X	19192219..19193448	-1	FBgn0187263	Dsim\GD15598	Scf_X	17974786..17976001	-1	EOG09190CAD	CG7914	X	19192219..19193448	-1	FBgn0233046	Dyak\GE15470
3254	FBgn0030996	CG14194	X	19193555..19196037	1	FBgn0188985	Dsim\GD17431	Scf_X	17976061..17978526	1	EOG09190BPG	CG14194	X	19193555..19196037	1	FBgn0235222	Dyak\GE17777
3255	FBgn0030997	CG7990	X	19196058..19201979	-1	FBgn0187262	Dsim\GD15597	Scf_X	17978560..17984548	-1	EOG09190C9D	CG7990	X	19196058..19201979	-1	FBgn0233045	Dyak\GE15469
3256	FBgn0030998	CG14195	X	19208694..19212082	-1	FBgn0187258	Dsim\GD15593	Scf_X	17992452..17995048	-1	EOG091905RQ	CG14195	X	19208694..19212082	-1	FBgn0233042	Dyak\GE15466
3257	FBgn0030999	Mur18B	X	19213254..19214938	1	FBgn0188988	Dsim\GD17434	Scf_X	17996937..17998631	1	EOG09190FLX	Mur18B	X	19213254..19214938	1	FBgn0233397	Dyak\GE15833
3258	FBgn0031000	Muc18B	X	19215515..19216660	1	FBgn0188989	Dsim\GD17435	Scf_X	17998719..18000441	1	EOG09190DOF	Muc18B	X	19215515..19216660	1	FBgn0233398	Dyak\GE15834
3259	FBgn0031001	CG7884	X	19220622..19235910	1	FBgn0188990	Dsim\GD17436	Scf_X	18004543..18019522	1	EOG091904UJ	CG7884	X	19220622..19235910	1	FBgn0233399	Dyak\GE15835
3260	FBgn0031002	CG14196	X	19236059..19241840	-1	FBgn0187256	Dsim\GD15591	Scf_X	18019615..18025342	-1	EOG091905OD	CG14196	X	19236059..19241840	-1	FBgn0234872	Dyak\GE17404
3261	FBgn0031003	CG7889	X	19243631..19245224	1	FBgn0188991	Dsim\GD17437	Scf_X	18027015..18028386	1	EOG09190CCH	CG7889	X	19243631..19245224	1	FBgn0233400	Dyak\GE15836
3262	FBgn0031004	CG7992	X	19245158..19247250	-1	FBgn0187254	Dsim\GD15589	Scf_X	18028528..18030815	-1	EOG091907G1	CG7992	X	19245158..19247250	-1	FBgn0234871	Dyak\GE17403
3263	FBgn0031005	Hs3st-B	X	19248639..19252045	1	FBgn0196188	Dsim\GD24871	Scf_X	18032539..18035640	1	EOG09190ACL	Hs3st-B	X	19248639..19252045	1	FBgn0233402	Dyak\GE15838
3264	FBgn0031008	CG8010	X	19266656..19268896	-1	FBgn0187253	Dsim\GD15588	Scf_X	18049972..18052254	-1	EOG09190B5G	CG8010	X	19266656..19268896	-1	FBgn0234869	Dyak\GE17401
3265	FBgn0031010	CG8028	X	19277176..19280349	-1	FBgn0195796	Dsim\GD24461	Scf_X	18060636..18064113	-1	EOG091908GY	CG8028	X	19277176..19280349	-1	FBgn0234866	Dyak\GE17398
3266	FBgn0031011	CG8034	X	19281232..19298162	-1	FBgn0269778	Dsim\GD28488	Scf_X	18064941..18081439	-1	EOG091905EB	CG8034	X	19281232..19298162	-1	FBgn0234865	Dyak\GE17397
3267	FBgn0031012	CG8051	X	19301330..19307925	-1	FBgn0187250	Dsim\GD15585	Scf_X	18084360..18087164	-1	EOG091904WY	CG8051	X	19301330..19307925	-1	FBgn0234863	Dyak\GE17395
3268	FBgn0031016	kek5	X	19353181..19471914	1	FBgn0269366	Dsim\GD28076	Scf_X	18136364..18242788	1	EOG091904C6	kek5	X	19353181..19471914	1	FBgn0233405	Dyak\GE15841
3269	FBgn0031020	Naa15-16	X	19479984..19484643	1	FBgn0268873	Dsim\GD27583	Scf_X	18252398..18257036	1	EOG091902HQ	Naa15-16	X	19479984..19484643	1	FBgn0233408	Dyak\GE15844
3270	FBgn0031021	ND-18	X	19492421..19493337	1	FBgn0188998	Dsim\GD17444	Scf_X	18264813..18265741	1	EOG09190GPO	ND-18	X	19492421..19493337	1	FBgn0068470	Dyak\GE15845
3271	FBgn0031022	CG12204	X	19493292..19494401	-1	FBgn0187246	Dsim\GD15581	Scf_X	18265703..18267042	-1	EOG09190DM0	CG12204	X	19493292..19494401	-1	FBgn0234854	Dyak\GE17386
3272	FBgn0031023	CG14200	X	19495505..19518402	1	FBgn0250777	Dsim\GD26015	Scf_X	18268444..18290441	1	EOG091900P7	CG14200	X	19495505..19518402	1	FBgn0233410	Dyak\GE15847
3273	FBgn0031026	CG12231	X	19531032..19531742	-1	FBgn0187243	Dsim\GD15578	Scf_X	18302822..18303562	-1	EOG09190GH3	CG12231	X	19531032..19531742	-1	FBgn0234850	Dyak\GE17382
3274	FBgn0031030	Tao	X	19569721..19579800	-1	FBgn0187240	Dsim\GD15575	Scf_X	18342174..18351555	-1	EOG0919024M	Tao	X	19569721..19579800	-1	FBgn0234847	Dyak\GE17379
3275	FBgn0031032	CG14204	X	19583617..19587057	1	FBgn0189002	Dsim\GD17448	Scf_X	18355414..18358424	1	EOG091903YF	CG14204	X	19583617..19587057	1	FBgn0233413	Dyak\GE15850
3276	FBgn0031036	CG14220	X	19599803..19601851	-1	FBgn0187237	Dsim\GD15572	Scf_X	18375443..18376920	-1	EOG09190DPP	CG14220	X	19599803..19601851	-1	FBgn0234843	Dyak\GE17375
3277	FBgn0031037	CG14207	X	19605199..19611413	1	FBgn0196192	Dsim\GD24875	Scf_X	18380953..18387202	1	EOG09190GTG	CG14207	X	19605199..19611413	1	FBgn0233415	Dyak\GE15853
3278	FBgn0031038	Tyler	X	19611526..19615617	1	FBgn0268673	Dsim\GD27383	Scf_X	18387540..18389944	1	EOG091908ZG	Tyler	X	19611526..19615617	1	FBgn0233417	Dyak\GE15855
3279	FBgn0031039	Shawn	X	19611526..19615617	1	FBgn0196193	Dsim\GD24876	Scf_X	18387331..18391492	1	EOG091908WQ	Shawn	X	19611526..19615617	1	FBgn0233418	Dyak\GE15856
3280	FBgn0031040	CG14210	X	19616196..19616825	1	FBgn0270296	Dsim\GD29006	Scf_X	18391994..18392635	1	EOG09190K2I	CG14210	X	19616196..19616825	1	FBgn0233419	Dyak\GE15857
3281	FBgn0031041	Pstk	X	19616663..19618537	-1	FBgn0195792	Dsim\GD24457	Scf_X	18392620..18394330	-1	EOG09190HSE	Pstk	X	19616663..19618537	-1	FBgn0234841	Dyak\GE17373
3282	FBgn0031042	CG14221	X	19618819..19621245	-1	FBgn0195791	Dsim\GD24456	Scf_X	18394558..18397153	-1	EOG091906AO	CG14221	X	19618819..19621245	-1	FBgn0234839	Dyak\GE17371
3283	FBgn0031043	Naa20A	X	19621451..19623074	-1	FBgn0270821	Dsim\GD29531	Scf_X	18397159..18398751	-1	EOG09190GJT	Naa20A	X	19621451..19623074	-1	FBgn0234838	Dyak\GE17370
3284	FBgn0031044	MKP-4	X	19623114..19625729	1	FBgn0268569	Dsim\GD27279	Scf_X	18398890..18400878	1	EOG09190BMS	MKP-4	X	19623114..19625729	1	FBgn0233420	Dyak\GE15858
3285	FBgn0031045	CG14212	X	19625705..19626601	1	FBgn0189007	Dsim\GD17453	Scf_X	18401015..18403548	1	EOG09190D0I	CG14212	X	19625705..19626601	1	FBgn0233421	Dyak\GE15859
3286	FBgn0031047	Rcd-1	X	19638767..19640746	1	FBgn0269157	Dsim\GD27867	Scf_X	18414632..18416618	1	EOG09190CUM	Rcd-1	X	19638767..19640746	1	FBgn0233422	Dyak\GE15860
3287	FBgn0031048	CG12237	X	19641191..19642869	-1	FBgn0195790	Dsim\GD24455	Scf_X	18417032..18419167	-1	EOG09190CLV	CG12237	X	19641191..19642869	-1	FBgn0234836	Dyak\GE17368
3288	FBgn0031050	Arp10	X	19644531..19646176	-1	FBgn0195789	Dsim\GD24454	Scf_X	18420407..18422033	-1	EOG09190BET	Arp10	X	19644531..19646176	-1	FBgn0234835	Dyak\GE17367
3289	FBgn0031051	Ranbp21	X	19646306..19652269	-1	FBgn0084524	Dsim\GD24453	Scf_X	18422579..18427933	-1	EOG0919010C	Ranbp21	X	19646306..19652269	-1	FBgn0084564	Dyak\GE17366
3290	FBgn0031052	Elys	X	19652305..19659407	1	FBgn0268268	Dsim\GD26978	Scf_X	18428258..18435200	1	EOG091901XY	Elys	X	19652305..19659407	1	FBgn0233424	Dyak\GE15862
3291	FBgn0031053	CG14223	X	19659442..19663971	-1	FBgn0270835	Dsim\GD29545	Scf_X	18435101..18439917	-1	EOG09190ETA	CG14223	X	19659442..19663971	-1	FBgn0234834	Dyak\GE17365
3292	FBgn0031054	Ssu72	X	19664561..19666866	1	FBgn0189008	Dsim\GD17455	Scf_X	18440518..18442430	1	EOG09190FWE	Ssu72	X	19664561..19666866	1	FBgn0233425	Dyak\GE15863
3293	FBgn0031055	et	X	19672312..19675891	-1	FBgn0195788	Dsim\GD24452	Scf_X	18447603..18451104	-1	EOG091904Q3	et	X	19672312..19675891	-1	FBgn0234833	Dyak\GE17364
3294	FBgn0031057	Ubqn	X	19683808..19687658	1	FBgn0187425	Dsim\GD15764	Scf_X	18459151..18461986	1	EOG091908CY	Ubqn	X	19683808..19687658	1	FBgn0233427	Dyak\GE15866
3295	FBgn0031058	CG14227	X	19687791..19688948	-1	FBgn0195786	Dsim\GD24450	Scf_X	18461906..18464134	-1	EOG09190CQX	CG14227	X	19687791..19688948	-1	FBgn0234831	Dyak\GE17361
3296	FBgn0031059	CG14229	X	19693977..19695250	-1	FBgn0195785	Dsim\GD24449	Scf_X	18469234..18470301	-1	EOG09190JJK	CG14229	X	19693977..19695250	-1	FBgn0234829	Dyak\GE17359
3297	FBgn0031060	CG14231	X	19699820..19701755	-1	FBgn0187234	Dsim\GD15569	Scf_X	18473199..18475029	-1	EOG09190B8D	CG14231	X	19699820..19701755	-1	FBgn0234828	Dyak\GE17358
3298	FBgn0031061	CG14232	X	19701927..19704259	-1	FBgn0187233	Dsim\GD15568	Scf_X	18475350..18477469	-1	EOG091908U8	CG14232	X	19701927..19704259	-1	FBgn0234827	Dyak\GE17357
3299	FBgn0031062	CG14230	X	19704176..19706417	1	FBgn0189010	Dsim\GD17457	Scf_X	18477603..18479835	1	EOG091908EF	CG14230	X	19704176..19706417	1	FBgn0233429	Dyak\GE15868
3300	FBgn0031064	CG12531	X	19718923..19730199	1	FBgn0189011	Dsim\GD17458	Scf_X	18489397..18501134	1	EOG0919033D	CG12531	X	19718923..19730199	1	FBgn0233430	Dyak\GE15869
3301	FBgn0031066	COX6B	X	19740537..19744335	-1	FBgn0085957	Dsim\CoVIb	Scf_X	18512367..18516051	-1	EOG09190JY3	COX6B	X	19740537..19744335	-1	FBgn0068424	Dyak\GE17355
3302	FBgn0031068	Alr	X	19748314..19750167	1	FBgn0189020	Dsim\GD17467	Scf_X	18520127..18521977	1	EOG09190DIU	Alr	X	19748314..19750167	1	FBgn0233436	Dyak\GE15875
3303	FBgn0031069	Pmp70	X	19750770..19759280	1	FBgn0189014	Dsim\GD17461	Scf_X	18522665..18530557	1	EOG09190400	Pmp70	X	19750770..19759280	1	FBgn0233438	Dyak\GE15877
3304	FBgn0031070	CG12702	X	19759173..19764874	-1	FBgn0187231	Dsim\GD15566	Scf_X	18530482..18539787	-1	EOG091903YD	CG12702	X	19759173..19764874	-1	FBgn0231128	Dyak\GE13456
3305	FBgn0031077	THADA	X	19859743..19865524	-1	FBgn0187225	Dsim\GD15559	Scf_X	18621086..18627056	-1	EOG091900GO	THADA	X	19859743..19865524	-1	FBgn0277022	Dyak\GE28867
3306	FBgn0031080	CG12655	X	19958393..19959403	-1	FBgn0190246	Dsim\GD18725	Scf_X	18669785..18681026	-1	EOG09190IR1	CG12655	X	19958393..19959403	-1	FBgn0234819	Dyak\GE17348
3307	FBgn0031081	Nep3	X	19961297..19969323	1	FBgn0192154	Dsim\GD20688	Scf_X	18683707..18691766	1	EOG091902BJ	Nep3	X	19961297..19969323	1	FBgn0233442	Dyak\GE15881
3308	FBgn0031082	CG17003	X	20000968..20002096	-1	FBgn0187224	Dsim\GD15558	Scf_X	18721684..18722772	-1	EOG09190D21	CG17003	X	20000968..20002096	-1	FBgn0234818	Dyak\GE17347
3309	FBgn0031085	CG9570	X	20051294..20052519	1	FBgn0189026	Dsim\GD17474	Scf_X	18768098..18769320	1	EOG09190GAJ	CG9570	X	20051294..20052519	1	FBgn0233446	Dyak\GE15885
3310	FBgn0031086	fd19B	X	20091428..20092408	-1	FBgn0187221	Dsim\GD15555	Scf_X	18808496..18810064	-1	EOG09190GCT	fd19B	X	20091428..20092408	-1	FBgn0234815	Dyak\GE17344
3311	FBgn0031089	CG9572	X	20148124..20155514	1	FBgn0189032	Dsim\GD17480	Scf_X	18867309..18874559	1	EOG091906V5	CG9572	X	20148124..20155514	1	FBgn0233451	Dyak\GE15890
3312	FBgn0031090	Rab35	X	20155766..20159872	-1	FBgn0187217	Dsim\GD15551	Scf_X	18875433..18878831	-1	EOG09190FJO	Rab35	X	20155766..20159872	-1	FBgn0234813	Dyak\GE17342
3313	FBgn0031091	Phf7	X	20160355..20165830	-1	FBgn0268580	Dsim\GD27290	Scf_X	18879727..18883658	-1	EOG091908SG	Phf7	X	20160355..20165830	-1	FBgn0234811	Dyak\GE17340
3314	FBgn0031092	CG9577	X	20166673..20168080	1	FBgn0270229	Dsim\GD28939	Scf_X	18884599..18886024	1	EOG09190BFH	CG9577	X	20166673..20168080	1	FBgn0233452	Dyak\GE15891
3315	FBgn0031093	CG9581	X	20168042..20169981	-1	FBgn0270469	Dsim\GD29179	Scf_X	18885982..18888031	-1	EOG091905AD	CG9581	X	20168042..20169981	-1	FBgn0234810	Dyak\GE17339
3316	FBgn0031094	CG9578	X	20170222..20171526	1	FBgn0269427	Dsim\GD28137	Scf_X	18888235..18889558	1	EOG09190COS	CG9578	X	20170222..20171526	1	FBgn0233453	Dyak\GE15892
